"sales_id","order_id","date_id","customer_id","product_id","sales_amount"
"64","CA-2015-139892","20150809","BM-11140","OFF-AR-10002656","32.064"
"65","CA-2015-139892","20150809","BM-11140","OFF-AP-10002518","177.98"
"66","CA-2015-139892","20150809","BM-11140","TEC-PH-10003931","143.976"
"67","CA-2015-118962","20150508","CS-12130","OFF-PA-10000659","20.94"
"68","CA-2015-118962","20150508","CS-12130","OFF-PA-10001144","110.96"
"69","CA-2015-118962","20150508","CS-12130","FUR-CH-10003817","340.144"
"70","CA-2015-166191","20150512","DK-13150","OFF-ST-10003455","24.816"
"71","CA-2016-102281","20161210","MP-17470","FUR-BO-10002613","899.136"
"72","CA-2016-102281","20161210","MP-17470","TEC-PH-10001552","71.76"
"73","CA-2016-102281","20161210","MP-17470","OFF-PA-10000061","51.84"
"74","CA-2016-102281","20161210","MP-17470","FUR-BO-10002545","626.352"
"75","CA-2016-102281","20161210","MP-17470","OFF-AR-10003514","19.9"
"76","CA-2018-107720","20180611","VM-21685","OFF-ST-10001414","46.26"
"77","US-2018-124303","20180607","FH-14365","OFF-BI-10000343","2.946"
"78","US-2018-124303","20180607","FH-14365","OFF-PA-10002749","16.056"
"79","CA-2015-133690","20150308","BS-11755","FUR-TA-10004289","218.75"
"80","CA-2015-133690","20150308","BS-11755","OFF-AP-10003622","2.6"
"81","CA-2018-126382","20180306","HK-14890","FUR-FU-10002960","35.168"
"82","CA-2018-108329","20180912","LE-16810","TEC-PH-10001918","444.768"
"83","CA-2018-135860","20180112","JH-15985","OFF-ST-10000642","83.92"
"84","CA-2018-135860","20180112","JH-15985","TEC-PH-10001700","131.98"
"85","CA-2018-135860","20180112","JH-15985","OFF-BI-10003274","15.92"
"86","CA-2018-135860","20180112","JH-15985","OFF-FA-10000134","52.29"
"87","CA-2018-135860","20180112","JH-15985","OFF-ST-10001522","91.99"
"88","CA-2016-101007","20160902","MS-17980","TEC-AC-10001266","20.8"
"89","CA-2016-146262","20160201","VW-21775","OFF-LA-10004544","23.68"
"90","CA-2016-146262","20160201","VW-21775","FUR-BO-10004695","452.45"
"91","CA-2016-146262","20160201","VW-21775","TEC-PH-10002844","62.982"
"92","CA-2016-146262","20160201","VW-21775","TEC-MA-10000864","1188"
"93","CA-2016-146262","20160201","VW-21775","TEC-AC-10000109","89.584"
"94","CA-2016-163055","20160908","DS-13180","OFF-AR-10001026","2.2"
"95","CA-2016-163055","20160908","DS-13180","FUR-TA-10003748","622.45"
"96","CA-2016-163055","20160908","DS-13180","OFF-ST-10002485","21.98"
"97","US-2018-100930","20180704","CS-12400","FUR-TA-10001705","233.86"
"98","US-2018-100930","20180704","CS-12400","OFF-BI-10001679","5.328"
"99","US-2018-100930","20180704","CS-12400","FUR-FU-10004017","258.072"
"100","US-2018-100930","20180704","CS-12400","TEC-AC-10003832","617.976"
"101","CA-2018-160514","20181211","DB-13120","OFF-PA-10002479","10.56"
"102","CA-2017-157749","20170406","KL-16645","OFF-PA-10003349","25.92"
"103","CA-2017-157749","20170406","KL-16645","FUR-FU-10000576","419.68"
"104","CA-2017-157749","20170406","KL-16645","FUR-FU-10004351","11.688"
"105","CA-2017-157749","20170406","KL-16645","TEC-PH-10000011","31.984"
"106","CA-2017-157749","20170406","KL-16645","FUR-TA-10002607","177.225"
"107","CA-2017-157749","20170406","KL-16645","FUR-FU-10002505","4.044"
"108","CA-2017-157749","20170406","KL-16645","OFF-AR-10004685","7.408"
"109","CA-2015-131926","20150106","DW-13480","FUR-CH-10004063","2001.86"
"110","CA-2015-131926","20150106","DW-13480","OFF-ST-10002276","166.72"
"111","CA-2015-131926","20150106","DW-13480","OFF-PA-10004082","47.88"
"112","CA-2015-131926","20150106","DW-13480","OFF-AP-10002945","1503.25"
"113","CA-2015-131926","20150106","DW-13480","OFF-PA-10000061","25.92"
"114","CA-2017-154739","20171012","LH-17155","FUR-CH-10002965","321.568"
"115","CA-2017-145625","20171109","KC-16540","OFF-PA-10004569","7.61"
"116","CA-2017-145625","20171109","KC-16540","TEC-AC-10003832","3347.37"
"117","CA-2017-146941","20171012","DL-13315","OFF-ST-10001228","80.58"
"118","CA-2017-146941","20171012","DL-13315","OFF-EN-10003296","361.92"
"119","CA-2018-163139","20180112","CC-12670","TEC-AC-10000290","20.37"
"120","CA-2018-163139","20180112","CC-12670","OFF-ST-10002790","221.55"
"121","CA-2018-163139","20180112","CC-12670","OFF-BI-10003460","17.52"
"122","US-2018-155299","20180806","Dl-13600","OFF-AP-10002203","1.624"
"123","CA-2017-125318","20170606","RC-19825","TEC-PH-10001433","328.224"
"124","CA-2016-155040","20161011","AH-10210","TEC-AC-10004469","79.9"
"125","US-2018-145366","20180912","CA-12310","OFF-ST-10004180","37.208"
"126","US-2018-145366","20180912","CA-12310","OFF-EN-10004386","57.576"
"127","CA-2016-130890","20160211","JO-15280","FUR-TA-10002903","1038.84"
"128","CA-2016-144253","20160405","AS-10225","FUR-FU-10002671","26.8"
"129","CA-2015-111003","20150106","CR-12625","OFF-BI-10001072","45.48"
"130","CA-2015-111003","20150106","CR-12625","OFF-AR-10002135","289.2"
"131","CA-2017-142902","20171209","BP-11185","FUR-FU-10001918","15.136"
"132","CA-2017-142902","20171209","BP-11185","FUR-CH-10004086","466.768"
"133","CA-2017-142902","20171209","BP-11185","FUR-FU-10001756","15.232"
"134","CA-2017-142902","20171209","BP-11185","OFF-LA-10000634","6.264"
"135","CA-2015-167850","20150908","AG-10525","TEC-PH-10002398","178.384"
"136","CA-2015-167850","20150908","AG-10525","OFF-PA-10001937","15.552"
"137","CA-2015-164973","20150411","NM-18445","FUR-CH-10002602","135.882"
"138","CA-2015-164973","20150411","NM-18445","TEC-MA-10002927","3991.98"
"139","CA-2015-164973","20150411","NM-18445","TEC-PH-10004093","275.94"
"140","CA-2015-164973","20150411","NM-18445","TEC-AC-10000892","360"
"141","CA-2015-164973","20150411","NM-18445","OFF-ST-10002974","43.57"
"142","CA-2018-153339","20180311","DJ-13510","FUR-FU-10001967","15.992"
"143","CA-2016-137946","20160109","DB-13615","OFF-BI-10001922","4.752"
"144","CA-2016-137946","20160109","DB-13615","TEC-CO-10001449","959.984"
"145","CA-2016-137946","20160109","DB-13615","OFF-BI-10004140","14.368"
"146","CA-2015-129924","20151207","AC-10420","OFF-BI-10003314","7.712"
"147","CA-2015-129924","20151207","AC-10420","FUR-TA-10004575","698.352"
"148","CA-2018-134306","20180807","TD-20995","OFF-AR-10004027","7.56"
"149","CA-2018-134306","20180807","TD-20995","OFF-PA-10000249","24.56"
"150","CA-2018-134306","20180807","TD-20995","OFF-AR-10001374","12.96"
"151","CA-2017-129714","20170109","AB-10060","TEC-AC-10000290","6.79"
"152","CA-2017-129714","20170109","AB-10060","OFF-PA-10001970","24.56"
"153","CA-2017-129714","20170109","AB-10060","OFF-BI-10002160","3.048"
"154","CA-2017-129714","20170109","AB-10060","OFF-PA-10001970","49.12"
"155","CA-2017-138520","20170804","JL-15505","FUR-BO-10002268","388.704"
"156","CA-2017-138520","20170804","JL-15505","OFF-EN-10001137","8.26"
"157","CA-2017-138520","20170804","JL-15505","OFF-AR-10002399","17.04"
"158","CA-2017-138520","20170804","JL-15505","OFF-PA-10002713","34.4"
"159","CA-2018-155698","20180803","VB-21745","OFF-AP-10001124","647.84"
"160","CA-2018-155698","20180803","VB-21745","OFF-LA-10001158","20.7"
"161","CA-2016-122756","20160312","DK-13225","TEC-MA-10001681","482.34"
"162","CA-2016-122756","20160312","DK-13225","FUR-FU-10001935","2.96"
"163","CA-2018-101798","20181112","MV-18190","OFF-BI-10000050","23.36"
"164","CA-2018-101798","20181112","MV-18190","TEC-AC-10001998","39.98"
"165","US-2015-134971","20150706","BP-11095","OFF-BI-10003982","12.462"
"166","CA-2017-108987","20170809","AG-10675","OFF-ST-10001580","35.952"
"167","CA-2017-108987","20170809","AG-10675","OFF-ST-10000934","131.136"
"168","CA-2017-108987","20170809","AG-10675","TEC-AC-10000158","57.584"
"169","CA-2018-117457","20180812","KH-16510","TEC-AC-10000158","179.95"
"170","CA-2018-117457","20180812","KH-16510","OFF-PA-10003724","27.15"
"171","CA-2018-117457","20180812","KH-16510","OFF-PA-10002893","9.68"
"172","CA-2018-117457","20180812","KH-16510","OFF-LA-10003766","28.35"
"173","CA-2018-117457","20180812","KH-16510","OFF-PA-10001970","55.98"
"174","CA-2018-117457","20180812","KH-16510","FUR-CH-10003956","113.568"
"175","CA-2018-142636","20180311","KC-16675","OFF-PA-10000157","139.86"
"176","CA-2018-142636","20180311","KC-16675","FUR-CH-10001891","307.136"
"177","CA-2018-154816","20180611","VB-21745","OFF-PA-10003845","5.78"
"178","CA-2018-110478","20180403","SP-20860","OFF-AR-10001573","9.32"
"179","CA-2018-110478","20180403","SP-20860","OFF-EN-10000483","15.25"
"180","CA-2015-101476","20151209","SD-20485","TEC-MA-10000029","69.99"
"181","CA-2018-152275","20180110","KH-16630","OFF-AR-10000369","6.672"
"182","CA-2017-127369","20170606","DB-13060","OFF-ST-10003306","714.3"
"183","CA-2017-147375","20171206","PO-19180","OFF-PA-10001970","313.488"
"184","CA-2017-115756","20170509","PK-19075","FUR-FU-10000246","12.22"
"185","CA-2017-115756","20170509","PK-19075","OFF-ST-10000060","194.94"
"186","CA-2017-115756","20170509","PK-19075","OFF-ST-10003058","70.95"
"187","CA-2017-115756","20170509","PK-19075","OFF-PA-10002222","91.36"
"188","CA-2017-115756","20170509","PK-19075","FUR-CH-10002372","242.94"
"189","CA-2017-115756","20170509","PK-19075","OFF-LA-10001317","22.05"
"190","CA-2017-166674","20170104","RB-19360","OFF-AR-10000588","59.52"
"191","CA-2017-166674","20170104","RB-19360","OFF-ST-10001469","161.94"
"192","CA-2017-166674","20170104","RB-19360","OFF-AR-10001953","263.88"
"193","CA-2017-166674","20170104","RB-19360","OFF-AR-10003156","30.48"
"194","CA-2017-166674","20170104","RB-19360","OFF-AR-10004974","9.84"
"195","CA-2017-166674","20170104","RB-19360","TEC-PH-10002365","35.12"
"196","US-2015-110674","20151202","SC-20095","FUR-CH-10000225","129.568"
"197","CA-2015-144666","20150911","JP-15520","OFF-ST-10002743","340.92"
"198","CA-2015-144666","20150911","JP-15520","FUR-BO-10001601","222.666"
"199","CA-2015-144666","20150911","JP-15520","TEC-PH-10002680","703.968"
"200","CA-2015-144666","20150911","JP-15520","OFF-ST-10001321","92.52"
"201","CA-2015-144666","20150911","JP-15520","OFF-PA-10001509","62.65"
"202","CA-2015-144666","20150911","JP-15520","OFF-PA-10003465","94.85"
"203","CA-2017-103891","20171207","KH-16690","TEC-PH-10000149","95.76"
"204","CA-2015-134677","20150610","XP-21865","TEC-AC-10001445","9.09"
"205","CA-2018-140963","20181006","MT-18070","OFF-LA-10003923","29.6"
"206","CA-2018-140963","20181006","MT-18070","FUR-BO-10001337","514.165"
"207","CA-2018-140963","20181006","MT-18070","TEC-PH-10001924","279.96"
"208","CA-2015-133753","20150906","CW-11905","TEC-PH-10000376","7.992"
"209","CA-2015-133753","20150906","CW-11905","TEC-AC-10000303","63.984"
"210","CA-2015-133753","20150906","CW-11905","OFF-AR-10001953","70.368"
"211","CA-2017-169166","20170905","SS-20590","TEC-AC-10000991","93.98"
"212","CA-2018-134978","20181211","EB-13705","OFF-BI-10003274","15.92"
"213","US-2016-138303","20160309","MG-18145","OFF-ST-10004963","36.336"
"214","US-2016-138303","20160309","MG-18145","OFF-SU-10002881","666.248"
"215","US-2016-138303","20160309","MG-18145","OFF-EN-10001335","52.512"
"216","CA-2016-102848","20160711","KB-16240","FUR-CH-10000595","190.72"
"217","US-2018-129441","20180709","JC-15340","FUR-FU-10000448","47.94"
"218","CA-2017-126613","20171007","AA-10375","OFF-ST-10001325","16.768"
"219","US-2018-122637","20180309","EP-13915","OFF-BI-10002429","42.616"
"220","CA-2016-147851","20160312","MP-17470","OFF-BI-10004528","10.752"
"221","CA-2016-134894","20160712","DK-12985","OFF-AP-10001271","152.94"
"222","CA-2016-134894","20160712","DK-12985","FUR-CH-10002647","283.92"
"223","CA-2015-140795","20150102","BD-11500","TEC-AC-10001432","468.9"
"224","CA-2015-103849","20151105","PG-18895","TEC-AC-10001465","58.112"
"225","CA-2015-103849","20151105","PG-18895","TEC-PH-10002597","100.792"
"226","CA-2015-103849","20151105","PG-18895","FUR-FU-10000723","66.112"
"227","CA-2018-112774","20181109","RC-19960","FUR-FU-10003039","34.504"
"228","CA-2015-155852","20150303","AJ-10945","OFF-AR-10003560","19.456"
"229","CA-2017-113243","20171006","OT-18730","OFF-LA-10001297","20.7"
"230","CA-2017-113243","20171006","OT-18730","FUR-TA-10004256","1335.68"
"231","CA-2017-113243","20171006","OT-18730","OFF-PA-10003441","32.4"
"232","CA-2016-130736","20160712","JF-15490","OFF-FA-10003467","3.96"
"233","CA-2016-130736","20160712","JF-15490","OFF-LA-10000634","2.61"
"234","CA-2018-137099","20180712","FP-14320","TEC-PH-10002496","374.376"
"235","CA-2018-156951","20180110","EB-13840","OFF-PA-10004530","91.84"
"236","CA-2018-156951","20180110","EB-13840","OFF-BI-10001107","81.088"
"237","CA-2018-156951","20180110","EB-13840","OFF-PA-10004451","19.44"
"238","CA-2018-156951","20180110","EB-13840","FUR-CH-10004997","451.152"
"239","CA-2017-127250","20170311","SF-20200","OFF-AR-10003394","8.82"
"240","CA-2016-132906","20161009","CC-12145","OFF-SU-10004498","51.52"
"241","CA-2018-145233","20180112","DV-13465","TEC-PH-10004977","470.376"
"242","CA-2018-145233","20180112","DV-13465","TEC-PH-10000586","105.584"
"243","CA-2018-145233","20180112","DV-13465","OFF-AP-10000358","31.152"
"244","CA-2018-145233","20180112","DV-13465","OFF-BI-10002764","6.783"
"245","CA-2018-145233","20180112","DV-13465","TEC-PH-10001254","406.368"
"246","CA-2016-128139","20160307","BD-11725","FUR-CH-10003956","70.98"
"247","CA-2016-128139","20160307","BD-11725","OFF-LA-10003930","294.93"
"248","CA-2015-135405","20150901","MS-17830","OFF-AR-10004078","9.344"
"249","CA-2015-135405","20150901","MS-17830","TEC-AC-10001266","31.2"
"250","CA-2015-131450","20150808","LR-16915","OFF-AP-10004708","76.12"
"251","CA-2015-131450","20150808","LR-16915","TEC-PH-10002398","445.96"
"252","CA-2015-131450","20150808","LR-16915","FUR-FU-10001979","327.76"
"253","CA-2017-121223","20171109","GD-14590","OFF-PA-10001204","8.448"
"254","CA-2017-121223","20171109","GD-14590","TEC-PH-10004667","728.946"
"255","US-2017-135720","20171112","FM-14380","OFF-ST-10001963","243.384"
"256","US-2017-135720","20171112","FM-14380","TEC-AC-10001267","119.8"
"257","US-2017-135720","20171112","FM-14380","TEC-PH-10002103","300.768"
"258","CA-2016-168004","20160410","DJ-13420","FUR-CH-10001482","392.94"
"259","CA-2018-106103","20181006","SC-20305","TEC-AC-10003832","132.52"
"260","CA-2017-103947","20170104","BB-10990","OFF-FA-10003112","31.56"
"261","CA-2017-103947","20170104","BB-10990","OFF-AP-10002350","30.144"
"262","CA-2017-160745","20171112","AR-10825","FUR-FU-10001935","14.8"
"263","CA-2017-160745","20171112","AR-10825","TEC-PH-10003273","302.376"
"264","CA-2017-160745","20171112","AR-10825","TEC-AC-10001142","316"
"265","CA-2017-143308","20170411","RC-19825","OFF-FA-10000621","10.74"
"266","CA-2018-132682","20180806","TH-21235","OFF-SU-10004231","23.76"
"267","CA-2018-132682","20180806","TH-21235","OFF-PA-10000474","85.056"
"268","CA-2018-132682","20180806","TH-21235","TEC-PH-10004042","381.576"
"269","US-2018-106663","20180906","MO-17800","FUR-FU-10002759","23.976"
"270","US-2018-106663","20180906","MO-17800","FUR-TA-10000688","108.925"
"271","US-2018-106663","20180906","MO-17800","OFF-PA-10002377","36.352"
"272","CA-2018-130351","20180512","RB-19570","OFF-AP-10004532","61.44"
"273","CA-2018-130351","20180512","RB-19570","OFF-PA-10002137","38.9"
"274","CA-2018-130351","20180512","RB-19570","TEC-AC-10003832","99.39"
"275","US-2018-168116","20180411","GT-14635","TEC-MA-10004125","7999.98"
"276","US-2018-168116","20180411","GT-14635","OFF-AP-10002457","167.44"
"277","CA-2015-157784","20150507","MC-17845","TEC-AC-10003911","479.97"
"278","CA-2015-157784","20150507","MC-17845","OFF-LA-10001934","14.62"
"279","CA-2015-157784","20150507","MC-17845","OFF-PA-10000304","19.44"
"280","CA-2018-114552","20180209","Dl-13600","FUR-FU-10002960","15.072"
"281","CA-2017-163755","20170411","AS-10285","FUR-FU-10003394","209.88"
"282","CA-2016-142027","20160904","JK-15370","FUR-TA-10002774","369.912"
"283","CA-2015-138527","20151209","BN-11470","OFF-PA-10001800","10.368"
"284","CA-2015-138527","20151209","BN-11470","OFF-AP-10001469","166.84"
"285","CA-2015-138527","20151209","BN-11470","TEC-AC-10002399","15.216"
"286","CA-2015-112158","20150212","DP-13165","TEC-AC-10003628","119.96"
"287","CA-2015-112158","20150212","DP-13165","FUR-BO-10003272","883.92"
"288","CA-2015-112158","20150212","DP-13165","OFF-BI-10000050","46.72"
"289","CA-2015-113887","20150504","TH-21550","OFF-PA-10004071","55.48"
"290","CA-2018-146136","20180309","AP-10915","OFF-EN-10001219","24.448"
"291","CA-2015-153150","20150107","Dl-13600","OFF-BI-10003355","19.92"
"292","CA-2015-130092","20151101","SV-20365","FUR-FU-10000010","9.94"
"293","CA-2015-104472","20150206","CK-12325","OFF-BI-10001658","59.808"
"294","CA-2015-104472","20150206","CK-12325","FUR-FU-10000246","73.32"
"295","CA-2015-117429","20150710","MR-17545","FUR-FU-10000222","129.92"
"296","CA-2017-114713","20170707","SC-20695","OFF-SU-10004664","45.584"
"297","US-2017-150861","20170312","EG-13900","OFF-PA-10001954","182.72"
"298","US-2017-150861","20170312","EG-13900","FUR-TA-10002228","400.032"
"299","US-2017-150861","20170312","EG-13900","OFF-ST-10004634","33.63"
"300","US-2017-150861","20170312","EG-13900","FUR-CH-10002965","542.646"
"301","US-2017-150861","20170312","EG-13900","OFF-LA-10001317","6.3"
"302","CA-2015-132500","20150809","GZ-14470","TEC-AC-10001383","49.98"
"303","CA-2015-112326","20150401","PO-19195","OFF-LA-10003223","11.784"
"304","CA-2015-112326","20150401","PO-19195","OFF-ST-10002743","272.736"
"305","CA-2015-112326","20150401","PO-19195","OFF-BI-10004094","3.54"
"306","CA-2018-126074","20180210","RF-19735","OFF-BI-10003638","58.05"
"307","CA-2018-126074","20180210","RF-19735","FUR-FU-10003577","157.74"
"308","CA-2018-126074","20180210","RF-19735","OFF-AR-10003478","56.98"
"309","CA-2018-126074","20180210","RF-19735","OFF-BI-10000546","2.88"
"310","CA-2016-135272","20160712","MS-17830","FUR-FU-10002759","79.92"
"311","CA-2018-126046","20180311","JC-16105","OFF-LA-10004484","12.39"
"312","CA-2016-114923","20160802","LH-17020","TEC-PH-10003931","107.982"
"313","US-2016-157014","20160310","BM-11785","OFF-BI-10001098","32.07"
"314","US-2016-157014","20160310","BM-11785","TEC-AC-10002167","24"
"315","US-2016-157014","20160310","BM-11785","FUR-BO-10004409","35.49"
"316","US-2016-157014","20160310","BM-11785","TEC-AC-10000057","47.984"
"317","CA-2016-154620","20161212","LT-17110","FUR-CH-10004675","348.928"
"318","CA-2017-115504","20171203","MC-18130","OFF-PA-10003953","12.96"
"319","CA-2015-134313","20150111","RA-19915","OFF-AR-10001897","43.176"
"320","CA-2016-140921","20160302","AA-10375","FUR-FU-10003347","28.4"
"321","CA-2016-140921","20160302","AA-10375","TEC-AC-10004901","149.97"
"322","US-2015-102071","20150905","PG-18820","TEC-AC-10003441","67.8"
"323","US-2015-102071","20150905","PG-18820","TEC-AC-10000109","167.97"
"324","US-2015-115987","20150809","LH-17020","OFF-BI-10001071","51.184"
"325","US-2018-156083","20180411","JL-15175","OFF-PA-10001560","9.664"
"326","US-2017-137547","20170703","EB-13705","TEC-PH-10002365","21.072"
"327","CA-2017-161669","20170711","EM-14095","OFF-BI-10001294","37.44"
"328","CA-2017-161669","20170711","EM-14095","OFF-BI-10001636","26.976"
"329","CA-2017-161669","20170711","EM-14095","OFF-SU-10002503","11.36"
"330","CA-2017-161669","20170711","EM-14095","OFF-LA-10004093","14.62"
"331","CA-2018-107503","20180101","GA-14725","FUR-FU-10003878","48.896"
"332","CA-2015-107755","20150702","CK-12760","TEC-AC-10000710","115.36"
"333","CA-2015-125612","20150308","BK-11260","OFF-PA-10001019","39.96"
"334","CA-2015-125612","20150308","BK-11260","OFF-SU-10002537","102.3"
"335","CA-2015-125612","20150308","BK-11260","OFF-ST-10003221","21.36"
"336","CA-2018-161984","20181004","SJ-20125","OFF-PA-10004569","7.61"
"337","CA-2018-161984","20181004","SJ-20125","OFF-FA-10000624","7.16"
"338","CA-2015-133851","20150906","CM-12445","OFF-SU-10001225","7.36"
"339","CA-2015-133851","20150906","CM-12445","OFF-AR-10003752","23.1"
"340","CA-2017-134474","20170501","AJ-10795","TEC-AC-10001714","191.472"
"341","CA-2017-134474","20170501","AJ-10795","OFF-AR-10003958","5.248"
"342","CA-2017-134474","20170501","AJ-10795","TEC-PH-10002923","59.184"
"343","CA-2015-149020","20151001","AJ-10780","OFF-LA-10004272","2.89"
"344","CA-2015-149020","20151001","AJ-10780","FUR-FU-10000965","51.94"
"345","CA-2015-136742","20150604","GP-14740","OFF-BI-10003719","44.91"
"346","CA-2017-158099","20170309","PK-18910","OFF-BI-10000545","1141.47"
"347","CA-2017-158099","20170309","PK-18910","TEC-PH-10002496","280.782"
"348","CA-2015-148488","20151012","SM-20005","OFF-PA-10004470","11.36"
"349","CA-2015-148488","20151012","SM-20005","OFF-BI-10000315","106.344"
"350","CA-2016-129098","20160910","DK-13090","OFF-ST-10001321","30.84"
"351","CA-2015-104976","20150912","CK-12760","OFF-PA-10003845","34.68"
"352","CA-2017-105494","20171011","PC-18745","OFF-ST-10002205","155.82"
"353","CA-2017-105494","20171011","PC-18745","OFF-BI-10003364","70.008"
"354","CA-2017-140634","20170310","HL-15040","OFF-EN-10001099","15.648"
"355","CA-2015-144407","20150909","MS-17365","OFF-LA-10003923","103.6"
"356","US-2017-114622","20171004","JR-16210","OFF-BI-10004716","8.904"
"357","CA-2018-150959","20181111","TD-20995","OFF-LA-10001045","10.44"
"358","CA-2018-150959","20181111","TD-20995","OFF-BI-10001510","18.336"
"359","CA-2017-130477","20170804","LC-17140","OFF-PA-10002947","20.04"
"360","CA-2017-130477","20170804","LC-17140","OFF-ST-10002583","64.96"
"361","CA-2017-130477","20170804","LC-17140","OFF-PA-10000019","12.96"
"362","CA-2018-137596","20180209","BE-11335","TEC-PH-10001494","1199.8"
"363","CA-2018-137596","20180209","BE-11335","TEC-AC-10004666","1928.78"
"364","CA-2018-137596","20180209","BE-11335","OFF-ST-10003816","352.38"
"365","CA-2017-165218","20170503","RW-19630","OFF-EN-10000056","149.352"
"366","CA-2017-165218","20170503","RW-19630","OFF-ST-10001558","12.992"
"367","CA-2015-138296","20150512","RC-19825","OFF-ST-10002444","24.56"
